ID,Relatienummer pensioenfonds,Naam pensioenfonds,Naam persoon,Relatienummer persoon,Rol
1727,60661,McCain,Tholhuijsen,P118814,Bestuurder
1728,60661,McCain,"Zonnenberg, Olaf Patrick Geerlig",P126539,Bestuurder
1729,60668,ING,"Boers, Johannes Martinus Maria",P116270,Bestuurder
1730,60668,ING,"Kastelijn, Wilhelmus Maria",P131432,Bestuurder
1731,60668,ING,"Koopmans, Paulus Johannes Hendricus",P128570,Bestuurder
1732,60668,ING,"Oosterhout, Robert",P128951,Bestuurder
1734,60668,ING,"Sips, Josine",P125463,Bestuurder
1735,60668,ING,"Wilson, Peggy Mildred Beatrice (Peggy)",P101071,Bestuurder
1736,60676,IBM Nederland,"Bakker, Leendert Harm den",P126191,Bestuurder
1737,60676,IBM Nederland,"Beima, Johan",P111302,Bestuurder
1738,60676,IBM Nederland,"Gielissen, Lucien Anton Nicolaas",P121891,Bestuurder
1739,60676,IBM Nederland,"Hommes, Ruud",P106377,Bestuurder
1740,60676,IBM Nederland,"Hus, Martin",P131355,Bestuurder
1741,60676,IBM Nederland,"Movig, Søren Ludvig",P130228,Bestuurder
1742,60676,IBM Nederland,"Snoek, Paulus Nicolaas Jozef",P116487,Bestuurder
1744,60676,IBM Nederland,"Wijffels, Jacobus Gustave Carolus Marie",P129573,Bestuurder
1745,60677,TDF Botlek,"Gevaerts, Gustave",P121112,Bestuurder
1746,60677,TDF Botlek,"Gooijer, Yvonne Anna Maria de",P130450,Bestuurder
1747,60677,TDF Botlek,"Peters-Gerritsen, Maria Henrica Wilhelmina",P107181,Bestuurder
1748,60677,TDF Botlek,"Schoots, Alexander",P112439,Bestuurder
1749,60677,TDF Botlek,"Schuchner, Alfred Werner",P107170,Bestuurder
1750,60677,TDF Botlek,"Siebesma, Raimond Jan Pieter",P117247,Bestuurder
1751,60677,TDF Botlek,"Vermeulen, Marc Omer Elisa",P107166,Bestuurder
1753,60689,Sagittarius,"Berg, Arend Jan van den",P110117,Bestuurder
1754,60689,Sagittarius,"Farla, Machiel Matthijs Adriana Maria",P131598,Bestuurder
1755,60689,Sagittarius,"Joop, René",P109895,Bestuurder
1756,60689,Sagittarius,"Lind, Michel",P122062,Bestuurder
1758,60689,Sagittarius,Stolk,P118623,Bestuurder
1759,60689,Sagittarius,"Vos, Monica Antoinette",P130627,Bestuurder
1760,60697,DuPont ,"Blaauw, Marco",P114448,Bestuurder
1762,60697,DuPont ,"Hermans, Leonardus Johannes Cornelis",P126586,Bestuurder
1763,60697,DuPont ,"Kinderen, Pavel Martinus Johannes der",P113394,Bestuurder
1764,60697,DuPont ,"Morabit, Najim el",P126732,Bestuurder
1765,60697,DuPont ,"Ritterbex, Jan Jozef Louis",P126592,Bestuurder
1766,60697,DuPont ,"Smouter, Willem Maarten",P121597,Bestuurder
1767,60701,SNS Reaal ,"Altena, Johan Karel Eduard",P131597,Bestuurder
1768,60701,SNS Reaal ,"Berg, Erwin van den",P110331,Bestuurder
1769,60701,SNS Reaal ,"Blocq, Benjamin",P114842,Bestuurder
1770,60701,SNS Reaal ,"Bot, Eric Volquines Gerardus",P116411,Bestuurder
1771,60701,SNS Reaal ,"Honsdrecht, Benno",P132385,Bestuurder
1772,60701,SNS Reaal ,"Linger, Julien Milton",P130017,Bestuurder
1773,60701,SNS Reaal ,"Ossel, Johannes",P108972,Bestuurder
1775,60709,Reisbranche,"Boot, Willem Jan",P117930,Bestuurder
1778,60709,Reisbranche,"Dwarswaard, Jacobus Cornelis",P120246,Bestuurder
1779,60709,Reisbranche,"Eggen, Johannes Wilhelmus",P122708,Bestuurder
1780,60709,Reisbranche,"Kasper, Arend",P121448,Bestuurder
1783,60709,Reisbranche,"Vaan, Hendrikus Wilhelmus Theodorus de",P118043,Bestuurder
1784,60709,Reisbranche,"Verbeek-Jansen, Theodora Johanna",P106792,Bestuurder
1785,60709,Reisbranche,"Verborg, Johannes Wilhelmus Maria",P106030,Bestuurder
1786,60709,Reisbranche,"Wever, Hindrik (Rik)",P111053,Bestuurder
1788,60713,Smurfit Nederland,"Elschot, Franciscus Johannes Maria",P110573,Bestuurder
1789,60713,Smurfit Nederland,"Ginkel, Teus van",P116796,Bestuurder
1790,60713,Smurfit Nederland,"Paauw, Jan Antonius",P131704,Bestuurder
1791,60713,Smurfit Nederland,Schotman,P117998,Bestuurder
1792,60732,Gomacon,"Schuiteman, Jan Martin",P106437,Bestuurder
1793,60732,Gomacon,"Steenbakker Morilyon Loijsen, Janny Neeltje",P106896,Bestuurder
1794,60734,Nike ,"Frenzel, Bernd",P113407,Bestuurder
1795,60734,Nike ,"Haterd, Wilhelmina Dorothea van de",P106338,Bestuurder
1796,60734,Nike ,"O´Sullivan, Margaret Mary",P100088,Bestuurder
1797,60734,Nike ,"Stam, Ronald Leendert",P106534,Bestuurder
1798,60734,Nike ,"Veldhuis, Franciscus Henricus Bernardus",P112365,Bestuurder
1799,60734,Nike ,"Weith, Richard Alan",P114859,Bestuurder
1800,60754,Consumentenbond,"Bakker, Robertus Cornelis Louis",P102309,Bestuurder
1801,60754,Consumentenbond,"Campen, Willem Johannes van",P107456,Bestuurder
1802,60754,Consumentenbond,"Dahmen - Wesseling, Francisca",P130139,Bestuurder
1803,60754,Consumentenbond,"Heijden, Reinout Amatus Maria van der",P127256,Bestuurder
1804,60754,Consumentenbond,"Huis in 't Veld, Gerhardus Johannes Paulus",P114940,Bestuurder
1805,60754,Consumentenbond,"Meijer, Marinus",P131431,Bestuurder
1806,60754,Consumentenbond,"Willigenburg, Leo Philip",P114941,Bestuurder
1807,60755,Vleeswaren Prepensionering,"Beek, Jan van",P120395,Bestuurder
1808,60755,Vleeswaren Prepensionering,"Dijkstra, Erik",P102913,Bestuurder
1810,60755,Vleeswaren Prepensionering,"Kruijk, Richard Peter van der",P129562,Bestuurder
1811,60755,Vleeswaren Prepensionering,"Odink, Berend Jan",P101545,Bestuurder
1813,60755,Vleeswaren Prepensionering,"Ploeg, Roelf Kornelis van der",P131265,Bestuurder
1814,60755,Vleeswaren Prepensionering,"Post, Barthold Jacob",P116576,Bestuurder
1816,60755,Vleeswaren Prepensionering,"Trepels, Johannes Petrus Gerardus Marie (Johan)",P112316,Bestuurder
1818,60755,Vleeswaren Prepensionering,"Wevers, Jan Willem",P118800,Bestuurder
1819,60767,KPN,"Belilos-Wessels, Alida Josephina Maria",P110859,Bestuurder
1820,60767,KPN,"Blomsma, Roel Petrus Ferdinand",P104064,Bestuurder
1821,60767,KPN,"Boogaerdt, Cornelis Johannes",P103942,Bestuurder
1822,60767,KPN,"Burcksen, Jeroen Dyonisius Arnoldus",P113276,Bestuurder
1823,60767,KPN,"Dijk, Johannes Auke van",P125682,Bestuurder
1825,60767,KPN,"Harmsen, Robertus Hendrik",P120798,Bestuurder
1826,60767,KPN,"Herpen, Joseph Paulus Onésimus Maria van",P107643,Bestuurder
1827,60767,KPN,"Le Blanc, Lambertus Johannes Carolus Maria (Bart)",P124852,Bestuurder
1828,60767,KPN,"Michielse, Cornelis Adrianus Maria",P117369,Bestuurder
1830,60767,KPN,"Ooms, Frederik Hendrik Karel",P107512,Bestuurder
1831,60767,KPN,"Osch, Jan-Maarten van",P130841,Bestuurder
1832,60767,KPN,"Sluis, Corstiaan Christina van der",P120603,Bestuurder
1833,60767,KPN,"Smit, Johan",P127134,Bestuurder
1834,60767,KPN,"Snoeij, Edith Louise",P107716,Bestuurder
1835,60767,KPN,"Velding, Wilhelmus Emma",P130935,Bestuurder
1836,60767,KPN,"Verheij, Gerard",P108908,Bestuurder
1837,60767,KPN,"Wallet, Willem",P103951,Bestuurder
1838,60767,KPN,"Zelfde, Anne van 't",P120673,Bestuurder
1839,60767,KPN,"Zwaagstra, Anselma Johanna Helena",P105977,Bestuurder
1840,60777,SCA Hygiene,"Bulten, Frank",P113767,Bestuurder
1841,60777,SCA Hygiene,"Eldijk, Ronald van",P129753,Bestuurder
1842,60777,SCA Hygiene,"Engelen, Antonius Johannes Franciscus Maria van",P101351,Bestuurder
1843,60777,SCA Hygiene,"Harten, Gerrit Jan van",P106981,Bestuurder
1844,60777,SCA Hygiene,"Krauts, Robert Antonius Aleida Maria",P127019,Bestuurder
1847,60777,SCA Hygiene,"Luiken, Eddy",P129764,Bestuurder
1848,60777,SCA Hygiene,"Quint, Carolien Neely Henriëtte",P131575,Bestuurder
1849,60777,SCA Hygiene,"Schapendonk, Fransiscus Antonius Cornelis",P100415,Bestuurder
1850,60777,SCA Hygiene,"Sintemaartensdijk, Richard van",P129848,Bestuurder
1851,60786,Bavaria,"Meeuws, Nicky Cornelis Antonius Lambertus",P132272,Bestuurder
1852,60786,Bavaria,"Steen, Lambertus Marinus Maria van der",P131049,Bestuurder
1854,60786,Bavaria,"Veen, Johannes Pieter van der",P104977,Bestuurder
1855,60786,Bavaria,"Verbakel, Lidwien",P129372,Bestuurder
1858,60788,Technische Groothandel Vroegpensioen,"Jong, Arjen Willem de",P113913,Bestuurder
1859,60788,Technische Groothandel Vroegpensioen,"Kleijer-Blok, Lena Irene",P114495,Bestuurder
1860,60788,Technische Groothandel Vroegpensioen,"Mol, Hermanus Cornelis",P110162,Bestuurder
1862,60788,Technische Groothandel Vroegpensioen,"Vaan, Hendrikus Wilhelmus Theodorus de",P118043,Bestuurder
1864,60788,Technische Groothandel Vroegpensioen,"Wit, Cornelis Jacobus Maria de",P117136,Bestuurder
1867,60792,STIPP,"Citroen, Paul Adriaan",P127457,Bestuurder
1868,60792,STIPP,"Dieduksman, Lucia (Lucy)",P112562,Bestuurder
1869,60792,STIPP,"Jukema, Marten Edwert",P127034,Bestuurder
1870,60792,STIPP,"Koops, Jurriën Helprig",P121502,Bestuurder
1872,60792,STIPP,"Neut, Mariette Lucienne Monique van der",P111666,Bestuurder
1873,60792,STIPP,"Nuijten, Marcel Jozef Maria",P129061,Bestuurder
1874,60792,STIPP,"Planque, Jan Cornelis de",P121395,Bestuurder
1875,60792,STIPP,"Raaijmakers, Martijn",P103710,Bestuurder
1876,60792,STIPP,"Schikhof, Raimond Léon",P121432,Bestuurder
1877,60792,STIPP,"Seffinga, Jan Gerrit",P105438,Bestuurder
1879,60792,STIPP,"Tuit, Daniel Jasper",P107353,Bestuurder
1882,60793,Xerox,"Geer, Jacobus Leonardus Petrus van der",P112098,Bestuurder
1884,60793,Xerox,"Jansen, Adrianus Petrus Maria",P132332,Bestuurder
1885,60793,Xerox,"Martens, Robert Karel Petrus",P128403,Bestuurder
1886,60793,Xerox,"Muijsenberg, Johannes Franciscus Maria Antonius van den",P117010,Bestuurder
1887,60793,Xerox,"Smeets, Robertus Gerardus Leonardus",P109775,Bestuurder
1888,60793,Xerox,"Spruijt, Bram Nicolaas",P104788,Bestuurder
1890,60798,Flexsecurity,"Ganzeboom, Ronaldus Hermanus Hendrikus",P118755,Bestuurder
1891,60798,Flexsecurity,"Hammen, Edmund Léonard Simon",P129185,Bestuurder
1893,60798,Flexsecurity,"Verheul, Marion Martha",P130837,Bestuurder
1894,60799,Recreatie,"Dijk, Robertus Gerardus Antonius van",P110522,Bestuurder
1895,60799,Recreatie,"Jansen, Franciscus Bernardus Petrus (Frank)",P112684,Bestuurder
1897,60799,Recreatie,"Merks, Martin",P111554,Bestuurder
1900,60799,Recreatie,"Schmidt, Aloysius Jozef Marie",P130914,Bestuurder
1901,60799,Recreatie,"Straten, Marco Willem van",P104731,Bestuurder
1902,60799,Recreatie,"Vincken, Leonardus Hubertina Carolus",P110366,Bestuurder
1903,60799,Recreatie,"Vries, Eiltco Pieter de",P109774,Bestuurder
1904,60800,AT&T,"Dorrepaal, Johanna Margaretha",P105608,Bestuurder
1906,60800,AT&T,"Loots, Wouter",P121317,Bestuurder
1907,60800,AT&T,"Minnen, Jeroen Dominicus Antonius van der",P129122,Bestuurder
1908,60800,AT&T,"Valkenburgh, Tonny",P131649,Bestuurder
1909,60801,BMS,"Agterberg, Louis Charles",P118216,Bestuurder
1910,60801,BMS,"Grisin, Scott Andrew",P129702,Bestuurder
1912,60801,BMS,"Ket, Edwin",P111141,Bestuurder
1913,60806,Smurfit Kappa Nederland,"Beurskens, Godefridus Peter Franciscus",P115184,Bestuurder
1914,60806,Smurfit Kappa Nederland,"Dijk, Pieter Riemer van",P102334,Bestuurder
1915,60806,Smurfit Kappa Nederland,"Gestel, Joseph Anthonius van",P102336,Bestuurder
1916,60806,Smurfit Kappa Nederland,"Heuvel, Marcelus Petrus Cornelus (Marc) van den",P113291,Bestuurder
1918,60806,Smurfit Kappa Nederland,"Stoffer, Steven",P114923,Bestuurder
1919,60806,Smurfit Kappa Nederland,"Vervoort, Edwinus Cornelius Petrus",P117940,Bestuurder
1920,60818,ORTEC,"Heemskerk, Frederik",P101264,Bestuurder
1921,60818,ORTEC,"Luijten, Wouter Alexander",P105264,Bestuurder
1922,60818,ORTEC,"Scholing, Jacqueline Elisabeth Maria",P116574,Bestuurder
1923,60818,ORTEC,"Timmer, Gerrit Theodoor",P113001,Bestuurder
1924,60819,PepsiCo Nederland,"Bunschoten, Gerrit",P113925,Bestuurder
1925,60819,PepsiCo Nederland,"Daas, Diederik Peter Otto den",P104023,Bestuurder
1926,60819,PepsiCo Nederland,"Hollander, Antonius Jacobus Maria de",P101007,Bestuurder
1927,60819,PepsiCo Nederland,"Knops, Jozef Hubert Marie",P102571,Bestuurder
1928,60819,PepsiCo Nederland,"Schaab, Stefanie",P131762,Bestuurder
1930,60819,PepsiCo Nederland,"Wentrup, Adolf Johannes Antonius Joseph",P131763,Bestuurder
1931,60827,Watson Nederland,"Doorn, Dirk Everardus van",P122046,Bestuurder
1932,60827,Watson Nederland,"Riel, van",P101612,Bestuurder
1933,60834,Sligro,"Cooijmans, Johanna Cornelia Josephia Maria",P109255,Bestuurder
1934,60834,Sligro,"Dijkstra, Anske Pier",P129819,Bestuurder
1935,60834,Sligro,"Jansen, Wilhelmus Cornelis Andreas Antonius",P123736,Bestuurder
1937,60834,Sligro,"Sluijs, Robert Wilhelmus August Johannes van der",P103826,Bestuurder
1938,60845,Ecolab,"Goemans, Alexander Hein",P130628,Bestuurder
1940,60845,Ecolab,"Jenner, Anthonius Everardus",P107805,Bestuurder
1941,60845,Ecolab,"Jong, Wicher de",P129807,Bestuurder
1942,60845,Ecolab,"Vries, Xander Raymond de",P107241,Bestuurder
1943,60859,Textielgoederen,"Borm, Josephus Adrianus Johannes Maria",P121243,Bestuurder
1944,60859,Textielgoederen,"Jansen, Adrianus Johannes Maria",P132432,Bestuurder
1948,60859,Textielgoederen,"Loon, Christiaan Adrianus van",P129495,Bestuurder
1951,60859,Textielgoederen,"Savenije, Henricus Joannes Dominicus Gregorius",P118654,Bestuurder
1952,60859,Textielgoederen,"Timmermans, Maike",P126113,Bestuurder
1953,60866,Blue Sky Group,"Bajema, Petrus Frederik",P122857,Bestuurder
1955,60866,Blue Sky Group,"Brons, Sybren",P130490,Bestuurder
1956,60866,Blue Sky Group,"Keijzers, Theodorus Gerardus Arnoldus",P126390,Bestuurder
1958,60866,Blue Sky Group,"Paanen, Pepijn",P109844,Bestuurder
1959,60866,Blue Sky Group,Silven-Keijzer,P116505,Bestuurder
1960,60866,Blue Sky Group,"Voorhoeve, Erik Jochem Jacob",P116509,Bestuurder
1961,60872,Abbott,"Broecks, Bert",P108452,Bestuurder
1962,60872,Abbott,"Merison, Charles Marie Anton",P130952,Bestuurder
1963,60872,Abbott,"Negro, Jonathan Michael",P106238,Bestuurder
1964,60872,Abbott,"Voorhaar, Ronald",P110232,Bestuurder
1965,60873,Sanoma,"Bijbau, Wouter Fridolin",P117512,Bestuurder
1966,60873,Sanoma,"Dresselhuijs, Willem",P104649,Bestuurder
1967,60873,Sanoma,"Driessen, Paul Karel Christianus Maria van",P104642,Bestuurder
1968,60873,Sanoma,"Groenendijk, Alexander Petrus Johannes",P130962,Bestuurder
1969,60873,Sanoma,"Guis, Jacobus",P130963,Bestuurder
1970,60873,Sanoma,"Hoppe, Saskia Monique van",P130964,Bestuurder
1971,60873,Sanoma,"Leenaars, Johannes Wilhelmus Bastianus Maria",P114509,Bestuurder
1973,60876,E-Way,"Bosch, Nicolaas van den",P106913,Bestuurder
1974,60876,E-Way,"Ettinger, Adrianus Wilhelmus van",P108992,Bestuurder
1975,60876,E-Way,"Franquinet, Rémy Marie William Antione Luc",P130614,Bestuurder
1976,60876,E-Way,Rodenburg,P116704,Bestuurder
1977,60876,E-Way,"Wolf, Lucia Johanna van der",P107863,Bestuurder
1979,60882,Vopak,"Bom, Cornelis Anthonij",P125793,Bestuurder
1980,60882,Vopak,"Brouwer, Rolf Richardus Johannes",P131683,Bestuurder
1981,60882,Vopak,"Hart, Job 't",P129556,Bestuurder
1982,60882,Vopak,"Jonge van Ellemeet, Bonifacius Marinus de",P117481,Bestuurder
1983,60882,Vopak,"Kroon, Anne-Marie Barbara",P131430,Bestuurder
1985,60882,Vopak,"Vis, Albert",P114424,Bestuurder
1986,60882,Vopak,"Vletter, Cornelis",P110174,Bestuurder
1987,60882,Vopak,"Vriesendorp, Jacob",P109029,Bestuurder
1988,60882,Vopak,"Wassenaar, Tjeerd",P112264,Bestuurder
1989,60882,Vopak,"Wesseloo, Sandra",P111208,Bestuurder
1990,60883,AVIKO,"Brandenburg, Johannes Bernardus Maria van",P120048,Bestuurder
1991,60883,AVIKO,"Hendrix, Peter Hendrikus Theodorus",P117746,Bestuurder
1992,60883,AVIKO,"Pater, Johan Jacob",P116644,Bestuurder
1993,60883,AVIKO,"Peters, Hendrikus Jan Willem",P109912,Bestuurder
1994,60883,AVIKO,"Tilburg, Peter Alexander van",P121063,Bestuurder
1996,60883,AVIKO,"Zikken, Jantinus",P110769,Bestuurder
1997,60886,Royal Leerdam,"Beurskens, Joost Jacobus Marie",P130823,Bestuurder
1998,60886,Royal Leerdam,"Maanen, Richard Ferdinand Elbert Charles",P121550,Bestuurder
1999,60886,Royal Leerdam,"Meijer, Martinus Arnoldus Johannes",P120579,Bestuurder
2000,60886,Royal Leerdam,"Pak, Aart Antoon",P130824,Bestuurder
2001,60886,Royal Leerdam,"Pleijsier, Marcel Klaas Jan Willem",P126177,Bestuurder
2002,60886,Royal Leerdam,"Wijbenga, Gerard",P113359,Bestuurder
2003,60887,Trespa,"Goris, Erik Jan",P128695,Bestuurder
2004,60887,Trespa,"Herten-Cuijpers, Ingrid Elisabeth Caspar van",P117994,Bestuurder
2005,60887,Trespa,"Niemantsverdriet, Marten Peter",P114404,Bestuurder
2006,60887,Trespa,"Rosbergen, Johannes Matheus Catharina",P117995,Bestuurder
2007,60889,UWV,"Aarts, Antonius Johannes Maria Christiaan",P110715,Bestuurder
2008,60889,UWV,"Berendsen, Eduard Maria",P107158,Bestuurder
2009,60889,UWV,"Bouwknegt, Harm Jan",P104912,Bestuurder
2011,60889,UWV,"Hernandez Lara, Martha Lucia",P110725,Bestuurder
2012,60889,UWV,"Huizing, Eric",P132375,Bestuurder
2013,60889,UWV,"Kok, André Wouterus Maria",P107156,Bestuurder
2014,60889,UWV,"Kruijf, Johannes Antonius Maria de",P103760,Bestuurder
2016,60889,UWV,"Lemkes, Franciscus Joseph",P107157,Bestuurder
2017,60889,UWV,"Raak, Josephus Henricus Maria van",P103751,Bestuurder
2019,60889,UWV,"Schuurmans, Cornelis Ronald",P130506,Bestuurder
2021,60891,SABIC,"Croonen, Guido Maria Martin",P113909,Bestuurder
2022,60891,SABIC,"Dorn, Petrus Gerardus Henricus Maria",P117922,Bestuurder
2023,60891,SABIC,"Gisbergen, Josephus Gerardus Maria van",P109015,Bestuurder
2024,60891,SABIC,"Grin, Willem",P107117,Bestuurder
2025,60891,SABIC,"Mastenbroek, Johannes Petrus",P131843,Bestuurder
2026,60891,SABIC,"Nagtegaal, Andries Abert (Dries)",P121999,Bestuurder
2027,60891,SABIC,"Sluis, Corstiaan Christina van der",P120603,Bestuurder
2028,60891,SABIC,"Smit, Arthur James",P121200,Bestuurder
2029,60891,SABIC,"Verwoort, Giselle",P104379,Bestuurder
2030,60896,TrueBlue,"Dijkstra, Sijbe",P118491,Bestuurder
2031,60896,TrueBlue,"Eggen, Johannes Wilhelmus",P122708,Bestuurder
2033,60896,TrueBlue,"Ridder, Robert Hendrik de",P107723,Bestuurder
2036,60896,TrueBlue,"Tuk, Jacob",P127808,Bestuurder
2037,60896,TrueBlue,"Vaan, Hendrikus Wilhelmus Theodorus de",P118043,Bestuurder
2040,60898,Fracties,"Geerts, Vincent Martijn",P129713,Bestuurder
2041,60898,Fracties,"Imming, Ronaldus Johannes Titus (Ron)",P118339,Bestuurder
2042,60898,Fracties,"Koning, Herman Dirk",P101486,Bestuurder
2043,60898,Fracties,"Omvlee, Hans Marcel",P109561,Bestuurder
2044,60898,Fracties,"Ree, Johannes Hendrikus Maria (Hans) van",P123785,Bestuurder
2045,60899,Pensura,"Berge, Johan Herman Martin ten",P126775,Bestuurder
2046,60899,Pensura,"Geerlings, Detlef Heiko Michael",P106971,Bestuurder
2047,60899,Pensura,"Gengler, Arnoud Ubald Maria",P123415,Bestuurder
2048,60899,Pensura,"Horssen, Sander van",P127545,Bestuurder
2049,60899,Pensura,"Layton, Mark",P127553,Bestuurder
2050,60899,Pensura,"Leeftink, Berend Jan",P118357,Bestuurder
2051,60899,Pensura,"Mooij, Nicolaas",P118360,Bestuurder
2052,60910,Huisartsen in Opleiding,"Bolderen, Alex Wilhelmus Johannes Maria van",P107297,Bestuurder
2053,60910,Huisartsen in Opleiding,"Brugman, Edwin René",P109715,Bestuurder
2054,60910,Huisartsen in Opleiding,"Esser, Cornelis Jeronimus",P111082,Bestuurder
2055,60910,Huisartsen in Opleiding,"Molekamp, Franciscus Augustinus",P110286,Bestuurder
2056,60910,Huisartsen in Opleiding,"Rumpt, Meindert van",P101728,Bestuurder
2057,60910,Huisartsen in Opleiding,"Wit, Martinus Johannes Antonius de",P109395,Bestuurder
2058,60911,Invista,"Harrison, Toby Gene",P104657,Bestuurder
2059,60911,Invista,"Sipkema, Erik Nico",P126318,Bestuurder
2060,60911,Invista,"Thomas, Jozef Hubertus Gerardus",P114902,Bestuurder
2061,60911,Invista,"War, Tjeerd Jan",P126309,Bestuurder
2062,60911,Invista,"Westhuis, Andreas Samuel",P103735,Bestuurder
2063,60911,Invista,"Wita, Martin Joseph Johan",P112227,Bestuurder
2064,60911,Invista,"Wouters-Vankan, Johanna Maria Elisabeth",P103741,Bestuurder
2065,60914,YARA,"Berge, Eusebius Johannes Maria ten",P113639,Bestuurder
2066,60914,YARA,"Feijter, Francois Martinus de",P101284,Bestuurder
2067,60914,YARA,"Ploeg, Pieterjan van der",P106496,Bestuurder
2068,60914,YARA,"Sneppen, Eric Jacobus van der",P130256,Bestuurder
2070,60914,YARA,"Zwijns, Marco Herman",P114498,Bestuurder
2073,60917,Achmea,"Graaf, Anne Martin de",P104234,Bestuurder
2074,60917,Achmea,"Helm, Theodorus Johannes van der",P113690,Bestuurder
2075,60917,Achmea,"Hoogteijling, Andrea Wilhelmina",P121352,Bestuurder
2076,60917,Achmea,"Meulenbroek, Gijsbertus Theodorus Josephus",P121466,Bestuurder
2077,60917,Achmea,"Mittertreiner, Franciscus Johannes",P127074,Bestuurder
2079,60917,Achmea,"Raghoe, Rabinder Balkrishne",P131484,Bestuurder
2080,60917,Achmea,"Roos, Willem Albert",P111256,Bestuurder
2081,60917,Achmea,"Son, Garardus Adrianus Maria van",P128344,Bestuurder
2082,60917,Achmea,"Tuyl, Johannes Matheus Maria van",P105859,Bestuurder
2084,60917,Achmea,"Warmerdam, Gerardus Cornelis Maria",P128435,Bestuurder
2085,60919,Buizerdlaan,"Bijkerk, Peter Jacobus",P130409,Bestuurder
2086,60919,Buizerdlaan,"Bos, Mark Hendrik Robert",P107006,Bestuurder
2087,60919,Buizerdlaan,"Hout, Jan van der",P132328,Bestuurder
2088,60919,Buizerdlaan,"Jeu, Leonardus Theodorus Jacobus de",P121895,Bestuurder
2089,60919,Buizerdlaan,"Meurs, Adrianus Everhardus",P128659,Bestuurder
2090,60919,Buizerdlaan,"Vollebregt, Cornelis Antonius",P128908,Bestuurder
2091,60920,Albemarle,"Booys, Jacob Lucius de",P105395,Bestuurder
2092,60920,Albemarle,"Borm, Josephus Adrianus Johannes Maria",P121243,Bestuurder
2093,60920,Albemarle,"Cornel, Jordy",P114490,Bestuurder
2094,60920,Albemarle,"Duhoux, IJpeus Johannes",P105401,Bestuurder
2095,60920,Albemarle,"Minnesma, Annemarie",P112800,Bestuurder
2096,60920,Albemarle,"Plantenga, Frans Lodewijk",P110707,Bestuurder
2097,60920,Albemarle,"Wiele, Kees van der",P114480,Bestuurder
2098,60921,Vredestein Banden,"Blokhuis, Berend",P111335,Bestuurder
2099,60921,Vredestein Banden,"Hettema, Kornelis Tetman",P128337,Bestuurder
2100,60921,Vredestein Banden,"Mos, Johannes Albertus Nicolaas",P111320,Bestuurder
2101,60921,Vredestein Banden,"Ottens, Johannes Zier",P127537,Bestuurder
2102,60921,Vredestein Banden,"Schuring, Harm",P111334,Bestuurder
2103,60921,Vredestein Banden,"Willigen, Jacobus Hubertus Gerrit van",P110256,Bestuurder
2104,60924,B&S,"Amerongen, Olaf Marinus Hendrikus",P129156,Bestuurder
2105,60924,B&S,"Kampers, Michiel",P109556,Bestuurder
2106,60924,B&S,"Neele, Chantal Cathalina Elizabeth",P109565,Bestuurder
2107,60924,B&S,"Stamkot, Christiaan",P103322,Bestuurder
2108,60929,Bloemen en Planten,"Bosman, Erwin Hermanus Wilhelmus",P115387,Bestuurder
2109,60929,Bloemen en Planten,"Dekkers, Gerrit Frederik",P111696,Bestuurder
2111,60929,Bloemen en Planten,"Kraijpoel, Jacob Christinus",P103934,Bestuurder
2113,60929,Bloemen en Planten,"Roodenburg, Robert",P122503,Bestuurder
2114,60929,Bloemen en Planten,"Seffinga, Jan Gerrit",P105438,Bestuurder
2118,60929,Bloemen en Planten,"Westhuis, Robert Mannes",P122506,Bestuurder
2119,60929,Bloemen en Planten,"Zwaard, Pieter van der",P122507,Bestuurder
2120,60933,IKEA,"Clooster Barones Sloet tot Everlo, Angénis Rudolphine Reynira Machteld van den",P131677,Bestuurder
2121,60933,IKEA,"Haas, Johannes Jacobus Stephanus",P132027,Bestuurder
2122,60933,IKEA,"Martens, Albert Johannes",P100980,Bestuurder
2123,60933,IKEA,"Meer, Hendrik Jan van der",P116814,Bestuurder
2124,60933,IKEA,"Zegwaard, Mariska Leonie",P132458,Bestuurder
2125,60942,Givaudan,"Bockweg, Annemieke",P108411,Bestuurder
2126,60942,Givaudan,"Bosch, Steven van den",P101380,Bestuurder
2128,60942,Givaudan,"Houthuijzen, Barend Cornelis",P108762,Bestuurder
2129,60943,Croda,"Hof, Cornelis van 't",P101610,Bestuurder
2130,60943,Croda,"Keijzer, Willem",P128347,Bestuurder
2131,60943,Croda,"Man, Nicolaas Hendrik",P101590,Bestuurder
2132,60943,Croda,"Myers, Graham Lloyd",P101591,Bestuurder
2133,60943,Croda,"Ronde, Hendrik Aloysius de",P110052,Bestuurder
2134,60943,Croda,"Verburgh, Peter",P101588,Bestuurder
2136,60944,General Electric ,"Bakker, Yvonne Magteld Marjolein den",P129405,Bestuurder
2137,60944,General Electric ,"Kruijs, Theodorus Hendrikus Maria",P111895,Bestuurder
2138,60944,General Electric ,"Kruize, RA",P109832,Bestuurder
2139,60944,General Electric ,"Sardar, Taugir Akhtar",P127131,Bestuurder
2140,60944,General Electric ,"Unnik, Diederik van",P101304,Bestuurder
2141,60944,General Electric ,"Veenhuis, Klaas Jan",P104072,Bestuurder
2142,60944,General Electric ,"Vroegh, Bastiaan",P102390,Bestuurder
2144,60952,Caribisch Nederland,"Bergsma, Gerard Hendrik",P114057,Bestuurder
